block href,block,mt-3,mt-3 2,bg-transparent,bg-transparent 2,bg-transparent 3,bg-transparent 4,bg-transparent 5,bg-transparent 6
https://www.myscheme.gov.in/schemes/ciad,Compensation in Animal Death,Gujarat,"The ""Compensation in Animal Death"" scheme introduced by the Agriculture, Farmers Welfare and Cooperation Department, Gujarat, provides financial assistance to animal breeders who suffer livestock losses due to natural disasters, diseases, or poisoning.",Animal Husbandry,Animal Insurance,Death Compensation,,,
https://www.myscheme.gov.in/schemes/sofmg,Supply of Fodder Minikit,Gujarat,"The ""Supply of Fodder Minikit"" scheme introduced by the Agriculture, Farmers Welfare and Cooperation Department, Gujarat, aims to provide improved varieties of fodder seeds to farmers.",Animal Husbandry,Fodder Minikit,,,,
https://www.myscheme.gov.in/schemes/afcgwtb,"Assistance for Cattleshed, Gaman, Water Tank and Bucket",Gujarat,"The scheme ""Assistance for Cattleshed, Gaman, Water Tank and Bucket"" introduced by the Agriculture, Farmers Welfare and Cooperation Dept., Gujarat, aims to support livestock farmers by offering financial assistance for essential infrastructure such as cattle sheds, gaman, water tanks, and buckets.",Animal Husbandry,Cattleshed,Shelter For Cattle,Water Tank,,
https://www.myscheme.gov.in/schemes/sskpf,Subsidy Scheme on Establishment of 25 R.I.R./Kadaknath & 1000 Broiler Bird’s Unit and Stipend for Poultry Farming Training for Scheduled Tribes People of the State,Gujarat,"This scheme has been introduced by the Agriculture, Farmers Welfare and Cooperation Department, Gujarat. It aims to provide financial assistance and training stipends to Scheduled Tribe (ST) individuals in Gujarat for poultry farming.",Agriculture,Birds Unit,Poultry Farming,Poultry Farming,,
https://www.myscheme.gov.in/schemes/acfapst,Assistance of Concentrate Feed After Parturition (Scheduled Tribe Category),Gujarat,"The scheme ""Assistance of Concentrate Feed After Parturition (Scheduled Tribe Category)"" provides 150 kg of BIS Type II concentrate feed to Scheduled Tribe Category livestock owners after parturition to support cattle health, increase milk production, and enhance calf development.",Animal Husbandry,Cattle Development,Concentrate Feeds,Milk Production,,
https://www.myscheme.gov.in/schemes/acfpasc,Assistance of Concentrate Feed for Pregnant Animals (Scheduled Caste Category),Gujarat,"This scheme provides free BIS type II concentrate feed to pregnant cattle owned by Scheduled Caste Category livestock owners in Gujarat to ensure their good health, boost immunity, prevent metabolic diseases, and enhance milk production.",Animal Husbandry,Milk Production,Pregnant Cattle,,,
https://www.myscheme.gov.in/schemes/tpahkcc,To Provide Interest Subvention to Animal Husbandry of the State at the Rate of 4% to the Beneficiaries Kisan Credit Card,Gujarat,The scheme aims to provide 4% interest subvention to cattle breeders in Gujarat on timely repayment of short-term loans taken through the Kisan Credit Card for animal husbandry activities.,Agriculture,Animal Husbandry,Cattle Breeders,Interest Subvention,,
https://www.myscheme.gov.in/schemes/nat,National Awards to Teachers,Ministry of Education,"""National Awards to Teachers"" aims to celebrate the contributions of outstanding teachers and enhance the quality of school education. This award provides public recognition and honours the commitment of teachers, benefiting meritorious teachers working in primary, middle, and secondary schools.",Award,Education,School,Student,Teacher,
https://www.myscheme.gov.in/schemes/fafiskc,COP-34 Financial Assistance to Farmer for Interest Subvention (Kishan Credit Card Interest Asst.),Gujarat,"Under this scheme, financial assistance in the form of interest subvention is provided to farmers who repay their crop loans on time, helping them improve their agricultural productivity and economic well-being.",Agriculture,Farmer,Interest Subvention,,,
https://www.myscheme.gov.in/schemes/post-doctoral-fellowship,ICSSR Post-Doctoral Fellowship,Ministry of Education,The Indian Council of Social Science Research (ICSSR) offers Postdoctoral Fellowships to encourage original and quality research by young and mid-career scholars in the field of social sciences. It is designed for researchers who have just finished their Ph.D. in advanced social science research.,ICSSR Fellowships,Post-Doctoral Fellowship,Research Promotion,Social Science Research,Social Scientists,
https://www.myscheme.gov.in/schemes/senior-fellowship,ICSSR Senior Fellowship,Ministry of Education,"The Indian Council of Social scientific Research (ICSSR), under the Ministry of Education, offers a Senior Fellowship Scheme designed to assist accomplished Indian researchers in conducting advanced social science research.",ICSSR Fellowships,Research Promotion,Senior Fellowship,Social Science Research,Social Scientists,
https://www.myscheme.gov.in/schemes/msygskvn,Mahila Samruddhi Yojana (GSKVN),Gujarat,"The scheme aims to provide financial assistance to female Safai Kamdars and their dependents to start small businesses. Through this scheme, loans for various self-employment ventures are provided to eligible female individuals.",Interest,Loan,Shops,Small Business,,
https://www.myscheme.gov.in/schemes/ljtlracms,Late Jaswantsinhji Thakor and Late Rasiklal Andhariya Classical Music Scholarship,Gujarat,"The scheme ""Late Jaswantsinhji Thakor and Late Rasiklal Andhariya Classical Music Scholarship"" by the Sports, Youth and Cultural Activities Department aims to promote classical music education by providing annual scholarships to eligible Gurus and their disciples across Gujarat.",Classical Music,Music,Music Scholarship,,,
https://www.myscheme.gov.in/schemes/mfsgbcdc,Small Business (GBCDC),Gujarat,The scheme aims to provide financial assistance at a low interest rate to SEBC individuals for small business ventures.,Backward Classes,Loan,Low Rate Interest,Self Employment,,
https://www.myscheme.gov.in/schemes/msgbcdc,Mahila Samruddhi (Gujarat Backward Caste Development Corporation),Gujarat,"The scheme aims to create self-employment for women from the backward classes. Through this scheme, low-interest rate loans are provided to female beneficiaries.",Backward Classes,Loan,Self Empowerment,Small Scale Credit,Woman,
https://www.myscheme.gov.in/schemes/tsggvn,Transportation Scheme (Gujarat Gopalak Vikas Nigam),Gujarat,"The scheme aims to provide loans for the purchase of auto rickshaws and loading vehicles. Through this scheme, financial assistance for vehicle purchase is provided to the Rabari and Bharwad castes from the socially and educationally backwards classes.",Auto,Bharwad Caste,Loading Vehicle,Rabari Caste,Rickshaw,
https://www.myscheme.gov.in/schemes/aeaits,Art Exhibition Assistance in the State,Gujarat,"The scheme ""Art Exhibition Assistance in the State"" by the Sports, Youth and Cultural Activities Department, Government of Gujarat aims to promote visual arts by supporting local artists through financial assistance.",Art Exhibition,Financial Assistance,Group Exhibition,Lalitkala Academy,,
https://www.myscheme.gov.in/schemes/kppg,Khel Pratibha Puraskar,Gujarat,"The scheme “Khel Pratibha Puraskar” by the Sports, Youth and Cultural Activities Department, Government of Gujarat aims to recognize and encourage sportspersons by providing cash prizes ranging from ₹10,000 to ₹5,00,00,000 to national and international medal winners across the state.",Athlete,Cash Prize,Sports Awards,,,
https://www.myscheme.gov.in/schemes/pmmsyesrguj,Pradhan Mantri Matsya Sampada Yojana (PMMSY-Inland): Establishment of Small RAS Culture System Gujarat,Gujarat,The scheme aims to boost inland fish production and create employment. It provides financial support for setting up Small RAS units for eligible beneficiaries.,Biofloc,Fish Farming,Recirculating Aquaculture System,Small RAS,,
https://www.myscheme.gov.in/schemes/pmmsyenfwhguj,Pradhan Mantri Matsya Sampada Yojana (PMMSY-Inland): Establishment of New Fresh Water Fin Fish Hatchery - Gujarat,Gujarat,The scheme aims to increase fish production by rearing fish in reservoirs and provide employment to people involved in inland fisheries activities.,Biofloc,Fish Farming,Fish Hatchery,Recirculating Aquaculture System,,
https://www.myscheme.gov.in/schemes/stisrr,Scheme to Increase Seed Replacement Rate (SRR),Gujarat,"The ""Scheme to Increase Seed Replacement Rate (SRR)"" by the Agriculture and Co-operation Department, Government of Gujarat, aims to improve crop productivity through providing certified seeds at subsidized rates to all farmers across the state.",Certified Seeds,Seed Distribution,Seed Replacement Rate,Subsidy,,
https://www.myscheme.gov.in/schemes/pofusop,Promotion of Organic Farming under State Organic Policy,Gujarat,"The scheme ""Promotion of Organic Farming under State Organic Policy"" by the Agriculture and Co-operation Department, Government of Gujarat, aims to promote organic agriculture by providing financial assistance for certification, transportation, and organic inputs to farmers across the state.",Certification Assistance,Farmer,Organic Farming,Organic Input Subsidy,,
https://www.myscheme.gov.in/schemes/saeaspjag,"Scheme of Awarding Eklavya Award, Sardar Patel Award and Jaidipsinhji Awardj",Gujarat,"The scheme ""Scheme of awarding Eklavya Award, Sardar Patel Award and Jaidipsinhji Award"" aims to encourage sporting excellence by providing financial awards to sportspersons for their achievements at the state, national, and international levels.",Athlete Recognition,Eklavya Award,Financial Incentive,Sports Awards,,
https://www.myscheme.gov.in/schemes/premsssguj,Gujarat Pre-Matric Scholarship Scheme for Standard 1st to 10th,Gujarat,"The scheme aims to provide financial assistance for educational development to Scheduled Tribe students studying in Classes 1 to 10. Through this scheme, scholarships are annual",Education,Scheduled Tribe,Scholarship,Student,,
https://www.myscheme.gov.in/schemes/asgp,Artist Honor (Gaurav Award),Gujarat,"The scheme aims to recognize and honor artists who have made a lifetime contribution in the field of fine arts, specifically in painting, sculpture, and graphic arts, and have achieved outstanding accomplishments.",Artist,Award,Cash Prize,Fine Arts,Honor Of Artist,
https://www.myscheme.gov.in/schemes/tlpdytc,Taluka Level Personality Development and Yogasan Training Camp for Scheduled Caste,Gujarat,"The scheme ""Taluka Level Personality Development and Yogasan Training Camp for Scheduled Caste"" aims to provide personality development and Yogasana training to Scheduled Caste youths through free residential training camps held at the taluka level across the state.",Personality Development,Physical And Mental Health,Scheduled Caste,Yoga Training,,
https://www.myscheme.gov.in/schemes/smrsguj,State Mountaineering Reward Scheme,Gujarat,"The scheme provides awards in the field of mountaineering is in place to enthusiastically engage and inspire the youth of the state towards risky and adventurous activities like summiting, mountaineering and rock climbing and to honour and commend the youth of the state.",Adventure,Mountaineering,Rock Climbing,Summiting,Youth,
https://www.myscheme.gov.in/schemes/afmtptfm,Assistance to Farmers for Mini Tractor and Power Tiller in Farm Mechanization Program,Gujarat,The scheme “Assistance to Farmers for Mini Tractor and Power Tiller in Farm Mechanization Program”  aims to support mechanization in agriculture through financial aid for the purchase of mini tractors and power tillers to all eligible farmers across the state.,Agricultural,Farm Mechanization,Mini Tractor,Power Tiller,Subsidy,
https://www.myscheme.gov.in/schemes/taspa,Tool Assistance Scheme for Pottery Artisans,Gujarat,"The scheme aims to provide essential tools like electric chalk and electric footmill to individual artisans with a 75% subsidy. It benefits pottery workers, particularly those of Prajapati/Kumbhar caste, by offering instrumental assistance and requiring a 25% beneficiary contribution.",Artisan,Equipment,Pottery,Subsidy,Tool,
https://www.myscheme.gov.in/schemes/ascftsctguj,Assistance to Scheduled Castes for Fisheries: Training of Scheduled Caste trainees Gujarat,Gujarat,The scheme aims to increase fish production and provide employment opportunities to Scheduled Caste (SC) people engaged in inland fisheries activities.,Fish Farmer,Fish Farming,Fish Production,Fishermen,Training Of Scheduled Caste Trainees,
https://www.myscheme.gov.in/schemes/nmoepmicio,National Mission on Edible Oil–Oil Palm: Maintenance and Input Cost for Intercropping in Oilpalm,Gujarat,"The scheme component ""Maintenance and Input Cost for Intercropping in Oilpalm"" launched under the ""National Mission on Edible Oil–Oil Palm"" scheme aims to increase the production of oil palm and reduce imports by providing financial assistance for maintenance and intercropping.",Edible Oil,Intercropping Assistance,Maintenance Support,Oil Palm,Subsidy,
https://www.myscheme.gov.in/schemes/vass,Vahan Aksmat Sahay Scheme,Gujarat,The scheme aims to provide immediate medical assistance and financial support to road traffic accident victims. It offers comprehensive medical treatment packages for various injury types with cashless treatment at empanelled hospitals.,Accident,Emergency,Health,Injury,Medical,Treatment
https://www.myscheme.gov.in/schemes/skvk2,SAKSHAM - KVK 2.0,Gujarat,The scheme aims to equip beneficiaries with skills for employability and entrepreneurship at taluka/village level across Gujarat. It provides skill development training through Short-Term Training and Special Projects for diverse beneficiaries.,Certification,Entrepreneurship,Placement,Skill,Training,Youth
https://www.myscheme.gov.in/schemes/pmstgc,PM-Special Training of Geriatric Caregivers,Ministry Of Social Justice and Empowerment,"The scheme aims to train and create a professional cadre of geriatric caregivers to meet the increasing demand for specialized care for senior citizens. It offers skill development and certification in geriatric care job roles to Indian citizens, ensuring professional services for the elderly.",Certification,Health,Skill,Training,,
https://www.myscheme.gov.in/schemes/pmmsyeoscguj,PMMSY: Establishment of open Sea cages (100-120)m3 vol. - Gujarat,Gujarat,"The scheme aims to support the installation of open sea cages of 100–120 cubic meter capacity for fish farming in marine waters. This helps fishermen and entrepreneurs to undertake cage-based aquaculture, thereby increasing fish production, ensuring sustainable marine resource utilization.",Construction Of Plant,Fish Seller,Fishermen,Storage,,
https://www.myscheme.gov.in/schemes/pmmsymcsipguj,PMMSY : Modernization of Cold storage /Ice Plant - Gujarat,Gujarat,"The scheme aims to strengthen fish storage infrastructure for hygienic preservation. Through this scheme, beneficiaries receive financial assistance for the modernisation of Cold storage /Ice Plant.",Construction Of Plant,Fish Sellers,Fishermen,Ice Plant,Modernization Of Cold Storage,Storage
https://www.myscheme.gov.in/schemes/pmmsyebtmfvguj,PMMSY:  Establishment of Bio-toilets in mechanised fishing vessels - Gujarat,Gujarat,"The scheme aims to provide sanitation facilities on mechanised fishing vessels. It provides financial assistance depending on category, with once-in-a-lifetime eligibility.",Construction Of Plant,Fish Sellers,Fishermen,Storage,,
https://www.myscheme.gov.in/schemes/cmssg,Chief Minister Scholarship Scheme,Gujarat,"The scheme ""Chief Minister Scholarship Scheme"" by the Education Department, Government of Gujarat, aims to provide financial assistance to meritorious students for pursuing medical, engineering, diploma, and higher education courses.",Degree Scholarship,Diploma,Higher Education,Medical Education Scholarship,Scholarship,
https://www.myscheme.gov.in/schemes/nsvsy,Namo Saraswati Vignan Sadhana Yojana,Gujarat,"The scheme ""Namo Saraswati Vignan Sadhana Yojana (8620)"" by the Education Department, Government of Gujarat, aims to promote science education by providing financial assistance to students enrolling in the science stream in Class 11th and 12th.",Education,Science Stream Scholarship,Student,,,
https://www.myscheme.gov.in/schemes/svstdpc,Swami Vivekanand Scholarship for Technical Diploma in Professional Courses,Gujarat,The scheme aims to support ST students enrolled in ITIs and recognized training institutes by providing a monthly stipend of ₹400 for a duration of 12 months.,Courses,Scheduled Tribe,Stipend,Student,Technical Diploma,
https://www.myscheme.gov.in/schemes/etps,Educational Travel Promotion Scheme,Gujarat,"The ""Educational Travel Promotion Scheme"" by the Department of Education, aims to promote personality development, observation skills, and curiosity among students through funding educational tours.",Educational Tour,Personality Development,School,Student,,
https://www.myscheme.gov.in/schemes/cmhtp-crwtp-smile,Support for Marginalized Individuals for Livelihood and Enterprise (SMILE): Composite Medical Health for Transgender Persons,Ministry Of Social Justice and Empowerment,The scheme aims to provide health Insurance coverage to all Transgender persons living in India to improve their health condition through proper treatment including sex re-assignment surgeries as well as medical support. The scheme provides health insurance in the form of Ayushman Bharat Plus.,Health,Healthcare,Insurance,Medical,Surgery,Transgender
https://www.myscheme.gov.in/schemes/i-mesa-pmu,"Information, Monitoring, Evaluation and Social Audit (I-MESA): Project Monitoring Unit (PMU)",Ministry Of Social Justice and Empowerment,The scheme aims to intensely examine the implementation of schemes at the ground level and monitor scheme outputs and outcomes to ensure the quality of services being provided under these schemes. The scheme component provides for physical inspection of every scheme of the Ministry.,Graduate,Inspection,Monitoring,Reporting,Welfare,
https://www.myscheme.gov.in/schemes/avyay-napsc-hssc,AVYAY - National Action Plan for Senior Citizens: Health and Shelter for Senior Citizens,Ministry Of Social Justice and Empowerment,"The scheme aims to improve the quality of life of Senior Citizens, particularly those who are indigent, by providing basic amenities like shelter, food, medical care and entertainment opportunities. The scheme provides financial assistance for projects such as maintenance of Senior Citizen Homes.",Health,Healthcare,Senior Citizen,Shelter,Welfare,
https://www.myscheme.gov.in/schemes/ssscstsssu,Samriddhi – Scheme for Scheduled Caste/Scheduled Tribe Students for Setting Start-Ups,Ministry of Education,"The scheme aims to provide opportunities for Scheduled Caste/Scheduled Tribe students to design, launch, and run their own business or startup after formal education is completed or during their final year of education. The scheme provides a limited one-time financial assistance of ₹20,00,000/-.",Entrepreneurship,Funding,Scheduled Caste,Scheduled Tribe,Startup,Student
https://www.myscheme.gov.in/schemes/vy,Vidhyadeep Yojana,Gujarat,"The scheme aims to provide accidental insurance cover to students studying in all Primary, Secondary, and Higher Secondary schools across Gujarat State. It offers financial assistance up to ₹50,000/- in case of accidental death or permanent disability to the student's parent or successor.",Accident,Death,Disability,Education,Insurance,Student
https://www.myscheme.gov.in/schemes/stbpfcsgngpshshtes,"S.T. Bus Pass Fee Concession Scheme For Government/ Non Government Primary, Secondary & Higher Secondary and Higher Technical Education Students",Gujarat,"The scheme aims to provide concession in bus fare fees to the students studying in Primary, Secondary, Higher Secondary, and Higher Secondary Technical Education in Government and Non-Government schools. The scheme is implemented by the Gujarat State Road Transport Corporation (GSRTC).",Bus,Girl,School,Student,Transport,
https://www.myscheme.gov.in/schemes/i-mesa-sa,"Information-Monitoring, Evaluation, and Social Audit (I-MESA): Social Audit",Ministry Of Social Justice and Empowerment,"The scheme aims to ensure transparency and accountability in the implementation of schemes. It provides a process for accumulating and analyzing beneficiary feedback for scheme improvement, ensuring people's participation, and offering a platform for timely grievance redressal for right holders.",Audit,Evaluation,Grievance,Implementation,Monitoring,
https://www.myscheme.gov.in/schemes/ifspiftfcguj,To Increase Fish Seed Production and Inland Fisheries Resources in Tribal Areas: Fish Cage Culture - Gujarat,Gujarat,The scheme aims to increase fish production and provide employment through reservoir-based inland fisheries. It offers financial assistance to Scheduled Tribe fishermen.,Fish,Fish Activities,Fish Cage Culture,Fish Production,Fishermen,Scheduled Tribes
https://www.myscheme.gov.in/schemes/pfspfsrwguj,To Increase Fish Seed Production and Inland Fisheries Resources in Tribal Areas: Fish Seed Rearing by Women - Gujarat,Gujarat,"The scheme aims to increase fish production through inland fisheries and provide employment opportunities, particularly to Scheduled Tribe women engaged in fish seed rearing.",Fish,Fish Activities,Fish Production,Fisherman,Scheduled Tribes,Self-Employment
https://www.myscheme.gov.in/schemes/aobofpk,Assistance to OBM Boat Owner Fishermen on Purchase of Kerosene/Petrol,Gujarat,The scheme aims to provide financial assistance to fishermen owning small boats with Outboard Motors (OBM) by subsidizing the cost of kerosene or petrol.,Agriculture,Boat Owner,Fishermen,Fishing Activities,,
https://www.myscheme.gov.in/schemes/bsrs,UGC-BSR Faculty Fellowship Scheme,Ministry of Education,The scheme aims to strengthen basic science research by allowing talented professors nearing superannuation to continue research and mentor Ph.D. students. It provides a monthly fellowship and an annual research grant for 3 years.,Associate Professor,BSR,Fellowship,PhD,Professor,Research
https://www.myscheme.gov.in/schemes/nmmss,National Means-cum-Merit Scholarship Scheme,Ministry of Education,The objective of the scheme is to award scholarships to meritorious students of economically weaker sections to arrest their drop out at class VIII and encourage them to continue their education at secondary stage.,Economically Weaker Section,Means-cum-Merit,Meritorious Student,NMMSS,Scholarship,
https://www.myscheme.gov.in/schemes/nhdpsc,National Handloom Development Programme (NHDP): Scholarship Component,Ministry Of Textiles,"The scheme targets the children of these weavers, offering financial assistance of up to ₹2,00,000/- annually. This support covers tuition, admission, and examination fees at recognised textile institutions. Additionally, beneficiaries receive a monthly stipend of ₹5,000/-.",Handloom,Scholarship,Textile,Weaver,,
https://www.myscheme.gov.in/schemes/gallantrymedal,Gallantry Medal – PMG/GM,Ministry Of Home Affairs,"The scheme aims to honour exceptional and conspicuous acts of gallantry. Through this scheme, medals, a Presidential scroll, and monthly monetary allowances are provided to eligible service personnel.",Award,Medal,Monetary,Monthly Allowance,Presidential Medal,
https://www.myscheme.gov.in/schemes/sdatocitt,Skill Development and Training of Candidates in Technical Textiles,Ministry Of Textiles,"The scheme aims to train skilled professionals for the technical textiles industry, develop transferable skills, create a strong knowledge ecosystem, integrate trained individuals into various roles, and promote continuous learning and innovation.",Skill Development,Technical,Textiles,Training,,
https://www.myscheme.gov.in/schemes/sbm-g-i,Swachh Bharat Mission – Grameen PHASE I,Ministry Of Jal Shakti,The scheme aims to eliminate open defecation and improve rural sanitation by supporting toilet construction and promoting usage among poor and marginalized rural households.,Grameen,Sanitation,Swachh Bharat,Toilet,,
https://www.myscheme.gov.in/schemes/hrs-g2,Handloom Rebate Scheme,Gujarat,The scheme provides 10% special rebate for 120 festival days; Additional 5-15% permanent rebates for regular sales; Enhanced 20% rebates for women-led cooperatives. The scheme aims to enhance market competitiveness for Gujarat's handloom cooperatives and apex societies.,Artisan,Festival,Handloom,Rebate,Women,
https://www.myscheme.gov.in/schemes/pltgpa-eek,Providing Latest Technology to Group of Pottery Artisans (Energy Efficient Kiln),Gujarat,"The scheme aims to provide latest technology and equipment to pottery artisans for better productivity, improved quality and reduce health risks. It provides 100% financial assistance for energy-efficient kilns to groups of registered clay artisans and potters in Gujarat state.",Artisan,Energy,Equipment,Kiln,Pottery,Technology
https://www.myscheme.gov.in/schemes/cwsdi,Construction of Water Storage Tanks for Drip Irrigation,Gujarat,"The scheme provides financial assistance to farmers across Gujarat for constructing water storage tanks to support drip irrigation, with cost-sharing benefits based on farmer category.",Agriculture,Drip Irrigation,Farmer,Water Tank,,
https://www.myscheme.gov.in/schemes/apnfuscst,Assistance to Farmers in Purchasing Nano Fertilizers Under the Agricultural Assistance Program for Farmers Other than Scheduled Castes and Scheduled Tribes,Gujarat,"This scheme offers financial assistance to farmers from non-SC/ST categories to support the purchase of Nano Fertilizers, aiming to enhance agricultural productivity and uplift the standard of living of farmers in Gujarat.",Agriculture,Farmer,Nano Fertilizers,,,
https://www.myscheme.gov.in/schemes/sapssebc,Scholarship for Ph.D. Students of Socially and Educationally Backward Classes,Gujarat,The scheme aims to provide financial assistance to Socially and Educationally Backward Classes (SEBC) students pursuing M.Phil. or Ph.D. to encourage higher education and research.,Higher Education,MPhil,PhD,Scholarship,Student,
https://www.myscheme.gov.in/schemes/sssgtkdc,Swayam Saksham Yojana (GTKVN),Gujarat,"The scheme aims to promote economic self-reliance among professionally educated unemployed youth from Thakor & Koli communities, aged between 18 & 35 years, who hold degrees in fields such as Pharmacy, Software/Hardware, Automobile Engineering, Law, Chartered Accountancy, & others.",Enterpreneurs,Koli,Loan,Self-employment,Thakor,Youth
https://www.myscheme.gov.in/schemes/uaebcsoe,Uniform Assistance for Economically Backward Class Students Studying in Class 1st to 8th,Gujarat,"The scheme ""Uniform Assistance for Economically Backward Class Students Studying in Class 1st to 8th"" by the Social Justice and Empowerment Department, Gujarat, provides ₹900/- for three pairs of uniforms to students from economically weaker sections in government and aided primary schools.",Economically Backward Class,Education,Uniform Assistance,,,
https://www.myscheme.gov.in/schemes/ssyseb,Saraswati Sadhana Yojana to Socially and Educationally Backward Girls studying in Class 9th,Gujarat,"Under this scheme, free bicycle assistance is provided to Socially and Educationally Backward class girls studying in Class 9 in government and grant-in-aid schools across Gujarat.",Bicycle,Education,Girl Student,Socially And Economically Backward Class,,
https://www.myscheme.gov.in/schemes/mfs-shg,Microcredit Finance Scheme- Self Help Groups (DAADC),Gujarat,The scheme aims to promote self-employment for SC individuals. It offers microloans to start small businesses and become economically self-sufficient.,Business,Loan,Self-employment,SHGs,Unemployment,
https://www.myscheme.gov.in/schemes/scsp-ewscf,Scheduled Caste Sub Plan (SCSP): Electrification of Wells of Scheduled Caste Farmers,Gujarat,The scheme aims to provide agricultural electricity connections on a priority basis to Scheduled Caste farmers. Benefits include electrification of wells and free domestic electricity connections for Scheduled Caste farmers and beneficiaries across Gujarat.,Agriculture,Electricity,Farmer,Rural,Scheduled Caste,
https://www.myscheme.gov.in/schemes/lfs-ebc,Loan For Foreign Study (E.B.C.),Gujarat,"The scheme aims to support higher education abroad for eligible students from the Educationally Backward Class (EBC). It provides a maximum Foreign Study Loan of ₹15,00,000/- at an annual interest rate of 4% to EBC students.",College,Education,Finance,Loan,Student,
https://www.myscheme.gov.in/schemes/ssssgc,Scholarship Scheme for Students Studying in Government Colleges,Gujarat,"Under this scheme, scholarships of ₹3,000, ₹2,000, and ₹1,000 are provided annually to Science, Commerce, and Arts students to promote higher education.",Arts,College,Commerce,Higher Education,Scholarship,Science
https://www.myscheme.gov.in/schemes/bba,Best Book Award,Gujarat,"The scheme ""Best Book Award"" by the Sports, Youth and Cultural Activities Department, Government of Gujarat aims to promote literary excellence by providing cash awards, certificates, and shields to authors of outstanding books published in Gujarat.",Book Prize,Cultural Promotion,Literature Awards,,,
https://www.myscheme.gov.in/schemes/bsg,Bankable Scheme,Gujarat,"The scheme aims to provide financial assistance to scheduled caste persons for self-employment opportunities. Under this scheme, loans are provided for business, industry, or service activities, along with a subsidy of 50% of the loan amount or a maximum of ₹50,000/-.",Business,Loan,Scheduled Caste,Startup,Subsidy,
https://www.myscheme.gov.in/schemes/tspicacnil,Scheme for Providing Incentives to Coaches of Athletes who have Won Competitions at the National and International Levels,Gujarat,"The scheme aims to honour coaches who have significantly contributed to the success of athletes in the field of sports. Under this scheme, financial incentives are provided to coaches of athletes who have won competitions at national and international levels.",Athlete,Coach,Incentive,Sports,,
https://www.myscheme.gov.in/schemes/tip,Technical Internship Programme,Ministry of Electronics and Information Technology,"The scheme aims to provide practical technical experience through live projects. Under this programme, a 6-month internship with a stipend of ₹20,000/- per month is offered to eligible engineering students.",Engineering Students,Internship,Internship Certificate,Live Projects,NeGD Projects,Stipend
https://www.myscheme.gov.in/schemes/vdcspds,Vikaas-Day Care Scheme For Person with Disability Children,Ministry Of Social Justice and Empowerment,"Vikaas is a Day care scheme, primarily to expand the range of opportunities available to a person with disability attaining the age of 10 years for enhancing interpersonal and vocational skills as they are on a transition to higher age groups.",Child,Counselling,Person With Disability,Special Care,,
https://www.myscheme.gov.in/schemes/pomc,Pandit Omkarnath Music Competition,Gujarat,"The scheme aims to honour the memory of Pandit Omkarnath and promote classical music among young artists by organizing competitive platforms for singing, vocal, and percussion performances. Classical music artists in two age categories can participate.",Artist,Competition,Culture,Music,Student,Youth
https://www.myscheme.gov.in/schemes/sitare-ag,SITARE-Appreciation Grant,Ministry Of Science And Technology,SITARE-Appreciation Grant: Residential workshops called as Biotech Innovation Ignition School (BIIS) for undergraduate students are organized to provide hands-on technical training and mentorship for problem identification in 3-4 weeks duration.,Appreciation,BIIS,Grant,Residential Workshop,SITARE,Undergraduate Student
https://www.myscheme.gov.in/schemes/nsc-se,National Science Chair- Scientific Excellence,Ministry Of Science And Technology,"The main aim of the scheme is to recognize active eminent senior resident Indian superannuated scientists for their outstanding contributions both nationally and internationally, in the areas of Science, Technology, Engineering, Mathematics (STEM) & Medicine, to promote excellence and growth in R&D.",Chair,Fellowship,Research,Science,Scientific Excellence,Scientist
https://www.myscheme.gov.in/schemes/nsc-sl,National Science Chair- Science Leadership,Ministry Of Science And Technology,"The main aim of the scheme is to recognise active eminent senior resident Indian superannuated scientists for their outstanding contributions both nationally and internationally, in the areas of Science, Technology, Engineering, Mathematics (STEM) & Medicine, to promote excellence and growth in R&D.",Chair,Leadership,Research,Science,Scientist,SERB
https://www.myscheme.gov.in/schemes/rvp,Rashtriya Vigyan Puraskar,Ministry Of Science And Technology,"The objective of the Rashtriya Vigyan Puraskar (RVP) is to recognise the notable and inspiring contribution made by the scientists, technologists and innovators individually or in teams in various fields of science, technology and technology- led innovation.",Awards,Development,Science,Scientists,Technology,
https://www.myscheme.gov.in/schemes/natthe,National Awards To Teachers (Higher Education),Ministry of Education,The purpose of National Awards to Teachers is to celebrate the unique contribution of some of the finest teachers in the country and to honor those teachers who through their commitment and industry have not only improved the quality of school education but also enriched the lives of their students.,Awards,Educational,National,Teacher,,
https://www.myscheme.gov.in/schemes/rkpp,Rashtriya Khel Protsahan Puraskar,Ministry Of Youth Affairs & Sports,"This scheme was launched by the Dept. of Sports. There are four categories of awards:
(a)	Identification and nurturing of budding/young talent
(b)	Encouragement to sports through Corporate Social Responsibility
(c)	Employment of sports persons and sports welfare measures
(d)	Sports for Development",Award,Sports,,,,
https://www.myscheme.gov.in/schemes/jrpsa,Jeevan Raksha Padak Series of Awards,Ministry Of Home Affairs,"The scheme aims to recognize bravery in saving lives and provide medals, certificates, and financial allowances to deserving individuals.",Award,Disasters,Financial Assistance,Lifesaving,,
